date,year,location,species,type,count
27-Jun,2011,Kogrukluk River,Chinook,Counted Live,0
27-Jun,2011,Kogrukluk River,Chum,Counted Live,15
27-Jun,2011,Kogrukluk River,Coho,Counted Live,0
27-Jun,2011,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,2012,Kogrukluk River,Coho,Estimated,0
27-Jun,2013,Kogrukluk River,Chinook,Estimated,0
27-Jun,2013,Kogrukluk River,Chum,Estimated,0
27-Jun,2013,Kogrukluk River,Coho,Estimated,0
27-Jun,2013,Kogrukluk River,Sockeye,Estimated,0
27-Jun,2014,Kogrukluk River,Chinook,Counted Live,33
27-Jun,2014,Kogrukluk River,Chum,Counted Live,47
27-Jun,2014,Kogrukluk River,Coho,Counted Live,0
27-Jun,2014,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,2015,Kogrukluk River,Chinook,Counted Live,8
27-Jun,2015,Kogrukluk River,Chum,Counted Live,21
27-Jun,2015,Kogrukluk River,Coho,Counted Live,0
27-Jun,2015,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,2016,Kogrukluk River,Chinook,Counted Live,54
27-Jun,2016,Kogrukluk River,Chum,Counted Live,30
27-Jun,2016,Kogrukluk River,Coho,Counted Live,0
27-Jun,2016,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,2017,Kogrukluk River,Chinook,Counted Live,2
27-Jun,2017,Kogrukluk River,Chum,Counted Live,33
27-Jun,2017,Kogrukluk River,Coho,Counted Live,0
27-Jun,2017,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,1976,Kogrukluk River,Chinook,Estimated,0
28-Jun,1976,Kogrukluk River,Chum,Estimated,0
28-Jun,1976,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1978,Kogrukluk River,Chinook,Estimated,7
28-Jun,1978,Kogrukluk River,Chum,Estimated,308
28-Jun,1978,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1979,Kogrukluk River,Chinook,Estimated,0
28-Jun,1979,Kogrukluk River,Chum,Estimated,0
28-Jun,1979,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1981,Kogrukluk River,Chinook,Counted Live,334
28-Jun,1981,Kogrukluk River,Chum,Counted Live,1203
28-Jun,1981,Kogrukluk River,Coho,Counted Live,0
28-Jun,1981,Kogrukluk River,Sockeye,Counted Live,222
28-Jun,1982,Kogrukluk River,Chinook,Estimated,53
28-Jun,1982,Kogrukluk River,Chum,Estimated,7
28-Jun,1982,Kogrukluk River,Coho,Estimated,0
28-Jun,1982,Kogrukluk River,Sockeye,Estimated,18
28-Jun,1983,Kogrukluk River,Chinook,Counted Live,17
28-Jun,1983,Kogrukluk River,Chum,Counted Live,60
28-Jun,1983,Kogrukluk River,Coho,Counted Live,0
28-Jun,1983,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,1984,Kogrukluk River,Chinook,Counted Live,57
28-Jun,1984,Kogrukluk River,Chum,Counted Live,38
28-Jun,1984,Kogrukluk River,Coho,Counted Live,0
28-Jun,1984,Kogrukluk River,Sockeye,Counted Live,3
28-Jun,1985,Kogrukluk River,Chinook,Estimated,0
28-Jun,1985,Kogrukluk River,Chum,Estimated,0
28-Jun,1985,Kogrukluk River,Coho,Estimated,0
28-Jun,1985,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1986,Kogrukluk River,Chum,Estimated,0
28-Jun,1986,Kogrukluk River,Coho,Estimated,0
28-Jun,1986,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1987,Kogrukluk River,Coho,Estimated,0
28-Jun,1988,Kogrukluk River,Chinook,Estimated,0
28-Jun,1988,Kogrukluk River,Chum,Estimated,0
28-Jun,1988,Kogrukluk River,Coho,Estimated,0
28-Jun,1988,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1990,Kogrukluk River,Chinook,Counted Live,2
28-Jun,1990,Kogrukluk River,Chum,Counted Live,18
28-Jun,1990,Kogrukluk River,Coho,Counted Live,0
28-Jun,1990,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,1991,Kogrukluk River,Chinook,Estimated,0
28-Jun,1991,Kogrukluk River,Chum,Estimated,0
28-Jun,1991,Kogrukluk River,Coho,Estimated,0
28-Jun,1991,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1992,Kogrukluk River,Chinook,Estimated,1
28-Jun,1992,Kogrukluk River,Chum,Estimated,1550
28-Jun,1992,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1993,Kogrukluk River,Chinook,Estimated,3
28-Jun,1993,Kogrukluk River,Chum,Estimated,4
28-Jun,1993,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1994,Kogrukluk River,Coho,Estimated,0
28-Jun,1995,Kogrukluk River,Chinook,Estimated,19
28-Jun,1995,Kogrukluk River,Chum,Estimated,86
28-Jun,1995,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1996,Kogrukluk River,Chinook,Estimated,2
28-Jun,1996,Kogrukluk River,Chum,Estimated,144
28-Jun,1996,Kogrukluk River,Coho,Estimated,0
28-Jun,1996,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1997,Kogrukluk River,Chinook,Counted Live,51
28-Jun,1997,Kogrukluk River,Chum,Counted Live,44
28-Jun,1997,Kogrukluk River,Coho,Counted Live,0
28-Jun,1997,Kogrukluk River,Sockeye,Counted Live,8
28-Jun,1998,Kogrukluk River,Coho,Estimated,0
28-Jun,1998,Kogrukluk River,Sockeye,Estimated,0
28-Jun,1999,Kogrukluk River,Chinook,Estimated,0
28-Jun,1999,Kogrukluk River,Chum,Estimated,0
28-Jun,1999,Kogrukluk River,Coho,Estimated,0
28-Jun,1999,Kogrukluk River,Sockeye,Estimated,0
28-Jun,2000,Kogrukluk River,Chinook,Estimated,0
28-Jun,2000,Kogrukluk River,Chum,Estimated,0
28-Jun,2000,Kogrukluk River,Coho,Estimated,0
28-Jun,2000,Kogrukluk River,Sockeye,Estimated,0
28-Jun,2001,Kogrukluk River,Chinook,Estimated,0
28-Jun,2001,Kogrukluk River,Chum,Estimated,0
28-Jun,2001,Kogrukluk River,Coho,Estimated,0
28-Jun,2001,Kogrukluk River,Sockeye,Estimated,0
28-Jun,2002,Kogrukluk River,Chinook,Counted Live,103
28-Jun,2002,Kogrukluk River,Chum,Counted Live,474
28-Jun,2002,Kogrukluk River,Coho,Counted Live,0
28-Jun,2002,Kogrukluk River,Sockeye,Counted Live,1
28-Jun,2003,Kogrukluk River,Chinook,Counted Live,40
28-Jun,2003,Kogrukluk River,Chum,Counted Live,48
28-Jun,2003,Kogrukluk River,Coho,Counted Live,0
28-Jun,2003,Kogrukluk River,Sockeye,Counted Live,1
28-Jun,2004,Kogrukluk River,Chinook,Counted Live,87
28-Jun,2004,Kogrukluk River,Chum,Counted Live,114
28-Jun,2004,Kogrukluk River,Coho,Counted Live,0
28-Jun,2004,Kogrukluk River,Sockeye,Counted Live,6
28-Jun,2005,Kogrukluk River,Chinook,Counted Live,56
28-Jun,2005,Kogrukluk River,Chum,Counted Live,45
28-Jun,2005,Kogrukluk River,Coho,Counted Live,0
28-Jun,2005,Kogrukluk River,Sockeye,Counted Live,9
28-Jun,2006,Kogrukluk River,Chinook,Estimated,4
28-Jun,2006,Kogrukluk River,Chum,Estimated,336
28-Jun,2006,Kogrukluk River,Coho,Estimated,0
28-Jun,2006,Kogrukluk River,Sockeye,Estimated,5
28-Jun,2007,Kogrukluk River,Chinook,Counted Live,1
28-Jun,2007,Kogrukluk River,Chum,Counted Live,15
28-Jun,2007,Kogrukluk River,Coho,Counted Live,0
28-Jun,2007,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2008,Kogrukluk River,Chinook,Estimated,0
28-Jun,2008,Kogrukluk River,Chum,Estimated,0
28-Jun,2008,Kogrukluk River,Coho,Estimated,0
28-Jun,2008,Kogrukluk River,Sockeye,Estimated,0
28-Jun,2009,Kogrukluk River,Chinook,Counted Live,5
28-Jun,2009,Kogrukluk River,Chum,Counted Live,33
28-Jun,2009,Kogrukluk River,Coho,Counted Live,0
28-Jun,2009,Kogrukluk River,Sockeye,Counted Live,1
28-Jun,2010,Kogrukluk River,Chinook,Counted Live,2
28-Jun,2010,Kogrukluk River,Chum,Counted Live,1
28-Jun,2010,Kogrukluk River,Coho,Counted Live,0
28-Jun,2010,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2011,Kogrukluk River,Chinook,Counted Live,0
28-Jun,2011,Kogrukluk River,Chum,Counted Live,23
28-Jun,2011,Kogrukluk River,Coho,Counted Live,0
28-Jun,2011,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2012,Kogrukluk River,Coho,Estimated,0
28-Jun,2013,Kogrukluk River,Chinook,Estimated,0
28-Jun,2013,Kogrukluk River,Chum,Estimated,0
28-Jun,2013,Kogrukluk River,Coho,Estimated,0
28-Jun,2013,Kogrukluk River,Sockeye,Estimated,0
28-Jun,2014,Kogrukluk River,Chinook,Counted Live,43
28-Jun,2014,Kogrukluk River,Chum,Counted Live,58
28-Jun,2014,Kogrukluk River,Coho,Counted Live,0
28-Jun,2014,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2015,Kogrukluk River,Chinook,Counted Live,20
28-Jun,2015,Kogrukluk River,Chum,Counted Live,38
28-Jun,2015,Kogrukluk River,Coho,Counted Live,0
28-Jun,2015,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2016,Kogrukluk River,Chinook,Counted Live,42
28-Jun,2016,Kogrukluk River,Chum,Counted Live,38
28-Jun,2016,Kogrukluk River,Coho,Counted Live,0
28-Jun,2016,Kogrukluk River,Sockeye,Counted Live,0
28-Jun,2017,Kogrukluk River,Chinook,Counted Live,24
28-Jun,2017,Kogrukluk River,Chum,Counted Live,77
28-Jun,2017,Kogrukluk River,Coho,Counted Live,0
28-Jun,2017,Kogrukluk River,Sockeye,Counted Live,4
29-Jun,1976,Kogrukluk River,Chinook,Counted Live,0
29-Jun,1976,Kogrukluk River,Chum,Counted Live,26
29-Jun,1976,Kogrukluk River,Sockeye,Counted Live,1
29-Jun,1978,Kogrukluk River,Chinook,Counted Live,112
29-Jun,1978,Kogrukluk River,Chum,Counted Live,618
29-Jun,1978,Kogrukluk River,Sockeye,Counted Live,0
29-Jun,1979,Kogrukluk River,Chinook,Estimated,0
29-Jun,1979,Kogrukluk River,Chum,Estimated,0
29-Jun,1979,Kogrukluk River,Sockeye,Estimated,0
29-Jun,1981,Kogrukluk River,Chinook,Counted Live,533
29-Jun,1981,Kogrukluk River,Chum,Counted Live,2264
29-Jun,1981,Kogrukluk River,Coho,Counted Live,0
29-Jun,1981,Kogrukluk River,Sockeye,Counted Live,540
29-Jun,1982,Kogrukluk River,Chinook,Estimated,193
29-Jun,1982,Kogrukluk River,Chum,Estimated,57
29-Jun,1982,Kogrukluk River,Coho,Estimated,0
29-Jun,1982,Kogrukluk River,Sockeye,Estimated,111
29-Jun,1983,Kogrukluk River,Chinook,Counted Live,29
29-Jun,1983,Kogrukluk River,Chum,Counted Live,139
29-Jun,1983,Kogrukluk River,Coho,Counted Live,0
29-Jun,1983,Kogrukluk River,Sockeye,Counted Live,3
29-Jun,1984,Kogrukluk River,Chinook,Counted Live,87
29-Jun,1984,Kogrukluk River,Chum,Counted Live,222
29-Jun,1984,Kogrukluk River,Coho,Counted Live,0
29-Jun,1984,Kogrukluk River,Sockeye,Counted Live,10
29-Jun,1985,Kogrukluk River,Chinook,Estimated,0
29-Jun,1985,Kogrukluk River,Chum,Estimated,1
29-Jun,1985,Kogrukluk River,Coho,Estimated,0
29-Jun,1985,Kogrukluk River,Sockeye,Estimated,0
29-Jun,1986,Kogrukluk River,Chinook,Counted Live,0
29-Jun,1986,Kogrukluk River,Chum,Counted Live,30
29-Jun,1986,Kogrukluk River,Coho,Counted Live,0
29-Jun,1986,Kogrukluk River,Sockeye,Counted Live,2
29-Jun,1987,Kogrukluk River,Coho,Estimated,0
29-Jun,1988,Kogrukluk River,Chinook,Estimated,0
